TOTAL_UNITS,LAND_SQUARE_FEET,GROSS_SQUARE_FEET,YEAR_BUILT,SALE_PRICE,PRICE_B,BOROUGH_encoded,BUILDING_CLASS_CATEGORY_encoded,BUILDING_CLASS_AT_PRESENT_encoded,TAX_CLASS_AT_TIME_OF_SALE_encoded
2,3325,2290,2015,789143,1.0,2.0,1.0,9.0,1.0
2,2000,1800,1959,0,0.0,2.0,1.0,9.0,1.0
2,2000,1800,1959,450000,0.0,2.0,1.0,9.0,1.0
2,3083,2300,1994,0,0.0,2.0,1.0,9.0,1.0
2,2157,2400,2000,0,0.0,2.0,1.0,9.0,1.0
2,3250,1950,2004,640000,1.0,2.0,1.0,9.0,1.0
2,5100,3694,1999,855000,1.0,2.0,1.0,9.0,1.0
2,5000,2368,1970,475000,0.0,2.0,1.0,10.0,1.0
3,3098,4332,1987,695000,1.0,2.0,2.0,13.0,1.0
3,2945,3196,1910,0,0.0,2.0,2.0,13.0,1.0
3,4750,2592,1925,205000,0.0,2.0,2.0,13.0,1.0
3,2624,2760,2008,310000,0.0,2.0,2.0,13.0,1.0
3,3284,3219,1901,608940,1.0,2.0,2.0,13.0,1.0
3,2375,2628,1899,447000,0.0,2.0,2.0,13.0,1.0
3,1900,1560,1950,570000,1.0,2.0,2.0,13.0,1.0
3,2153,3420,1988,0,0.0,2.0,2.0,13.0,1.0
3,2216,3420,1988,660000,1.0,2.0,2.0,13.0,1.0
3,2058,3138,1996,690000,1.0,2.0,2.0,13.0,1.0
3,2500,3080,1930,0,0.0,2.0,2.0,13.0,1.0
3,2500,2240,1930,17241,0.0,2.0,2.0,13.0,1.0
3,2500,3550,1935,0,0.0,2.0,2.0,13.0,1.0
3,2500,3550,1935,0,0.0,2.0,2.0,13.0,1.0
3,2500,2160,1920,0,0.0,2.0,2.0,13.0,1.0
3,1920,3573,2006,0,0.0,2.0,2.0,13.0,1.0
3,2985,3654,1989,280500,0.0,2.0,2.0,13.0,1.0
3,4750,4200,1987,0,0.0,2.0,2.0,13.0,1.0
3,3225,2968,1975,540000,1.0,2.0,2.0,13.0,1.0
3,4750,3392,1925,0,0.0,2.0,2.0,13.0,1.0
3,2500,4125,2004,451800,0.0,2.0,2.0,13.0,1.0
3,2500,3060,2004,645000,1.0,2.0,2.0,13.0,1.0
3,2984,3231,2006,710000,1.0,2.0,2.0,13.0,1.0
3,2685,2961,1930,360000,0.0,2.0,2.0,13.0,1.0
3,2300,3400,1988,655000,1.0,2.0,2.0,13.0,1.0
3,4087,3381,1989,640000,1.0,2.0,2.0,13.0,1.0
3,4125,3178,1989,675000,1.0,2.0,2.0,13.0,1.0
3,2500,2539,1910,720000,1.0,2.0,2.0,13.0,1.0
3,4174,3232,1977,675000,1.0,2.0,2.0,13.0,1.0
3,3750,3173,2008,600000,1.0,2.0,2.0,13.0,1.0
3,4750,3380,1925,520000,1.0,2.0,2.0,13.0,1.0
3,2771,2950,1973,605000,1.0,2.0,2.0,13.0,1.0
3,3532,2475,1935,605000,1.0,2.0,2.0,13.0,1.0
3,3555,2920,1970,620000,1.0,2.0,2.0,13.0,1.0
3,2500,2966,1961,0,0.0,2.0,2.0,13.0,1.0
3,2000,2920,1962,300000,0.0,2.0,2.0,13.0,1.0
3,2000,2920,1962,0,0.0,2.0,2.0,13.0,1.0
3,4105,4818,2001,690000,1.0,2.0,2.0,13.0,1.0
3,2750,2695,1961,0,0.0,2.0,2.0,13.0,1.0
3,4050,3802,1970,0,0.0,2.0,2.0,13.0,1.0
3,3750,2958,1989,530000,1.0,2.0,2.0,13.0,1.0
3,2375,3232,1960,555000,1.0,2.0,2.0,13.0,1.0
3,2090,3016,1970,380000,0.0,2.0,2.0,13.0,1.0
3,4750,3748,1975,0,0.0,2.0,2.0,13.0,1.0
3,4750,3748,1975,441500,0.0,2.0,2.0,13.0,1.0
3,2752,2466,2001,647500,1.0,2.0,2.0,13.0,1.0
3,4000,3232,1990,685000,1.0,2.0,2.0,13.0,1.0
3,2981,3300,2000,415000,0.0,2.0,2.0,13.0,1.0
1,0,0,2008,310000,0.0,2.0,3.0,64.0,1.0
1,0,0,2008,342500,0.0,2.0,3.0,64.0,1.0
1,0,0,2008,342000,0.0,2.0,3.0,64.0,1.0
1,0,0,2008,0,0.0,2.0,3.0,64.0,1.0
1,0,0,2013,319410,0.0,2.0,3.0,64.0,1.0
1,0,0,2013,326710,0.0,2.0,3.0,64.0,1.0
1,0,0,2013,344760,0.0,2.0,3.0,64.0,1.0
1,0,0,2013,324480,0.0,2.0,3.0,64.0,1.0
1,0,0,2013,343746,0.0,2.0,3.0,64.0,1.0
1,0,0,2013,327522,0.0,2.0,3.0,64.0,1.0
0,3400,0,1955,650000,1.0,2.0,5.0,26.0,1.0
0,0,0,1965,0,0.0,2.0,8.0,17.0,2.0
0,0,0,1965,123000,0.0,2.0,8.0,17.0,2.0
0,0,0,1965,182000,0.0,2.0,8.0,17.0,2.0
1,1408,828,1963,0,0.0,2.0,16.0,40.0,3.0
1,1408,828,1963,0,0.0,2.0,16.0,40.0,3.0
1,3600,2100,1981,0,0.0,2.0,16.0,40.0,3.0
1,3600,2100,1981,200000,0.0,2.0,16.0,40.0,3.0
1,3600,2100,1981,1000,0.0,2.0,16.0,40.0,3.0
1,3600,2100,1981,100000,0.0,2.0,16.0,40.0,3.0
1,5075,2760,1931,0,0.0,2.0,16.0,40.0,3.0
1,4299,1800,1951,0,0.0,2.0,21.0,35.0,3.0
2,2950,3033,1931,0,0.0,2.0,21.0,33.0,3.0
1,2360,2360,1930,125000,0.0,2.0,21.0,28.0,3.0
1,5000,4800,1931,0,0.0,2.0,22.0,20.0,3.0
1,0,0,2008,0,0.0,2.0,32.0,74.0,3.0
1,0,0,2013,0,0.0,2.0,32.0,72.0,3.0
1,0,0,2013,0,0.0,2.0,32.0,72.0,3.0
1,0,0,2013,0,0.0,2.0,32.0,72.0,3.0
1,1981,1668,1920,425000,0.0,2.0,0.0,1.0,1.0
1,1738,1668,1920,361000,0.0,2.0,0.0,1.0,1.0
1,2641,1606,1930,440000,0.0,2.0,0.0,1.0,1.0
1,2156,1622,1930,420000,0.0,2.0,0.0,1.0,1.0
1,1968,2754,1910,392500,0.0,2.0,0.0,5.0,1.0
1,1968,2754,1910,10000,0.0,2.0,0.0,5.0,1.0
1,3197,2568,1910,269000,0.0,2.0,0.0,1.0,1.0
1,2276,1958,1910,380000,0.0,2.0,0.0,1.0,1.0
1,1975,1950,1910,413400,0.0,2.0,0.0,1.0,1.0
1,2057,1488,1910,0,0.0,2.0,0.0,1.0,1.0
1,2056,1551,1910,405000,0.0,2.0,0.0,1.0,1.0
1,2875,1624,1910,0,0.0,2.0,0.0,1.0,1.0
1,2960,1736,1910,242050,0.0,2.0,0.0,1.0,1.0
1,2960,1736,1910,0,0.0,2.0,0.0,1.0,1.0
1,1892,2022,1915,540000,1.0,2.0,0.0,1.0,1.0
1,1000,1100,1901,10,0.0,2.0,0.0,1.0,1.0
1,1658,1408,1901,250000,0.0,2.0,0.0,5.0,1.0
1,2500,900,1920,0,0.0,2.0,0.0,1.0,1.0
1,2190,2715,1910,490000,1.0,2.0,0.0,1.0,1.0
1,2375,1320,1910,344500,0.0,2.0,0.0,1.0,1.0
1,1350,1512,1915,330000,0.0,2.0,0.0,5.0,1.0
1,1658,1336,1950,0,0.0,2.0,0.0,5.0,1.0
1,2250,1740,1920,415000,0.0,2.0,0.0,1.0,1.0
1,4750,987,1920,369000,0.0,2.0,0.0,1.0,1.0
2,3735,2108,1920,0,0.0,2.0,1.0,11.0,1.0
2,3027,2100,1930,280000,0.0,2.0,1.0,11.0,1.0
2,1682,2369,1920,485000,1.0,2.0,1.0,11.0,1.0
2,2696,3287,1910,180000,0.0,2.0,1.0,10.0,1.0
2,2692,2060,1910,245000,0.0,2.0,1.0,11.0,1.0
2,2499,2827,1901,360000,0.0,2.0,1.0,10.0,1.0
2,2500,2744,1901,0,0.0,2.0,1.0,10.0,1.0
2,3125,3503,1901,580000,1.0,2.0,1.0,10.0,1.0
2,1650,1040,1901,470000,0.0,2.0,1.0,11.0,1.0
2,2000,2583,1899,585000,1.0,2.0,1.0,11.0,1.0
2,1882,2556,1901,625000,1.0,2.0,1.0,11.0,1.0
2,1835,2500,1901,400000,0.0,2.0,1.0,12.0,1.0
2,2242,1440,1920,800000,1.0,2.0,1.0,11.0,1.0
3,709,2132,1931,637000,1.0,2.0,1.0,81.0,1.0
3,942,2622,1931,320000,0.0,2.0,1.0,81.0,1.0
2,2440,2028,1910,592000,1.0,2.0,1.0,10.0,1.0
2,2720,2322,1910,0,0.0,2.0,1.0,10.0,1.0
2,2500,2728,1910,200000,0.0,2.0,1.0,11.0,1.0
2,2840,3101,1901,699000,1.0,2.0,1.0,10.0,1.0
2,2894,2292,1899,670000,1.0,2.0,1.0,9.0,1.0
2,2894,3198,1910,670000,1.0,2.0,1.0,10.0,1.0
2,4156,2929,1910,995000,1.0,2.0,1.0,11.0,1.0
2,3000,2664,1899,0,0.0,2.0,1.0,10.0,1.0
2,731,1440,1899,330000,0.0,2.0,1.0,10.0,1.0
2,2060,1630,1899,125000,0.0,2.0,1.0,10.0,1.0
2,2060,1630,1899,0,0.0,2.0,1.0,10.0,1.0
2,2500,2520,1920,625000,1.0,2.0,1.0,9.0,1.0
2,2500,4040,1920,575000,1.0,2.0,1.0,9.0,1.0
2,5000,2310,1910,0,0.0,2.0,1.0,9.0,1.0
2,2178,3288,1920,550000,1.0,2.0,1.0,9.0,1.0
2,2352,3500,1920,530000,1.0,2.0,1.0,9.0,1.0
2,3000,1801,1915,304200,0.0,2.0,1.0,11.0,1.0
2,2750,1536,1915,120000,0.0,2.0,1.0,11.0,1.0
2,2750,2286,1915,0,0.0,2.0,1.0,10.0,1.0
2,2500,2136,1901,418500,0.0,2.0,1.0,10.0,1.0
2,2117,1296,1901,575000,1.0,2.0,1.0,11.0,1.0
2,1855,2092,1901,358000,0.0,2.0,1.0,10.0,1.0
2,2200,2264,1910,469775,0.0,2.0,1.0,10.0,1.0
2,2258,2768,1910,0,0.0,2.0,1.0,10.0,1.0
2,1475,4200,1910,485000,1.0,2.0,1.0,9.0,1.0
2,2500,2697,1915,0,0.0,2.0,1.0,10.0,1.0
2,2500,3546,1915,10,0.0,2.0,1.0,10.0,1.0
2,1858,1364,1901,358000,0.0,2.0,1.0,9.0,1.0
2,2500,3000,1901,565000,1.0,2.0,1.0,10.0,1.0
2,2500,4152,1920,340000,0.0,2.0,1.0,10.0,1.0
2,2810,2484,1915,591000,1.0,2.0,1.0,10.0,1.0
2,2500,2400,1915,565000,1.0,2.0,1.0,10.0,1.0
2,2500,2532,1920,527000,1.0,2.0,1.0,10.0,1.0
3,2835,2313,1925,480000,1.0,2.0,2.0,13.0,1.0
3,4060,3618,1901,680000,1.0,2.0,2.0,13.0,1.0
3,4088,3735,1910,450000,0.0,2.0,2.0,13.0,1.0
3,1792,2523,1915,25000,0.0,2.0,2.0,13.0,1.0
3,2058,3434,2001,0,0.0,2.0,2.0,13.0,1.0
3,3167,2264,1920,800000,1.0,2.0,2.0,13.0,1.0
3,2569,3780,1901,500000,1.0,2.0,2.0,13.0,1.0
3,3000,2988,1899,0,0.0,2.0,2.0,13.0,1.0
3,3000,2988,1899,525000,1.0,2.0,2.0,13.0,1.0
3,2500,3300,1916,450000,0.0,2.0,2.0,13.0,1.0
3,1650,2400,1930,125000,0.0,2.0,2.0,13.0,1.0
3,1650,2400,1930,645000,1.0,2.0,2.0,13.0,1.0
3,1650,2400,1930,320000,0.0,2.0,2.0,13.0,1.0
3,1650,2400,1930,365653,0.0,2.0,2.0,13.0,1.0
3,2167,2772,1930,600000,1.0,2.0,2.0,13.0,1.0
3,1650,2400,1930,630000,1.0,2.0,2.0,13.0,1.0
3,2500,3476,1915,0,0.0,2.0,2.0,13.0,1.0
3,4840,4248,1915,700000,1.0,2.0,2.0,13.0,1.0
3,2225,3480,2007,0,0.0,2.0,2.0,13.0,1.0
3,2613,3371,1920,680000,1.0,2.0,2.0,13.0,1.0
3,2500,2196,1910,0,0.0,2.0,2.0,13.0,1.0
3,2500,3396,1901,650000,1.0,2.0,2.0,13.0,1.0
0,2597,0,1950,0,0.0,2.0,5.0,26.0,1.0
0,2597,0,1950,0,0.0,2.0,5.0,26.0,1.0
0,0,0,1926,145530,0.0,2.0,7.0,14.0,2.0
0,0,0,1926,300000,0.0,2.0,7.0,14.0,2.0
0,0,0,1926,75000,0.0,2.0,7.0,14.0,2.0
0,0,0,1926,110000,0.0,2.0,7.0,14.0,2.0
0,0,0,1924,55000,0.0,2.0,7.0,14.0,2.0
0,0,0,1924,64000,0.0,2.0,7.0,14.0,2.0
0,0,0,1924,64250,0.0,2.0,7.0,14.0,2.0
0,0,0,1940,129000,0.0,2.0,8.0,17.0,2.0
0,0,0,1950,130000,0.0,2.0,8.0,17.0,2.0
0,0,0,1950,205000,0.0,2.0,8.0,17.0,2.0
0,0,0,1950,156171,0.0,2.0,8.0,17.0,2.0
0,0,0,1961,28000,0.0,2.0,8.0,17.0,2.0
0,0,0,1961,175000,0.0,2.0,8.0,17.0,2.0
0,0,0,1956,5000,0.0,2.0,8.0,17.0,2.0
0,0,0,1966,26000,0.0,2.0,8.0,17.0,2.0
0,0,0,1966,46900,0.0,2.0,8.0,17.0,2.0
0,0,0,1966,0,0.0,2.0,8.0,17.0,2.0
0,0,0,1966,50000,0.0,2.0,8.0,17.0,2.0
0,0,0,1939,115000,0.0,2.0,8.0,17.0,2.0
0,0,0,1939,130000,0.0,2.0,8.0,17.0,2.0
0,0,0,1939,65000,0.0,2.0,8.0,17.0,2.0
0,0,0,1939,110000,0.0,2.0,8.0,17.0,2.0
0,0,0,1939,75000,0.0,2.0,8.0,17.0,2.0
0,0,0,1939,73000,0.0,2.0,8.0,17.0,2.0
0,0,0,1937,80000,0.0,2.0,8.0,17.0,2.0
0,0,0,1937,160000,0.0,2.0,8.0,17.0,2.0
0,0,0,1956,120000,0.0,2.0,8.0,17.0,2.0
0,0,0,1956,72000,0.0,2.0,8.0,17.0,2.0
0,0,0,1956,118280,0.0,2.0,8.0,17.0,2.0
0,0,0,1956,160000,0.0,2.0,8.0,17.0,2.0
0,0,0,1963,300000,0.0,2.0,8.0,17.0,2.0
0,0,0,1963,275000,0.0,2.0,8.0,17.0,2.0
0,0,0,1963,127000,0.0,2.0,8.0,17.0,2.0
0,0,0,1963,255000,0.0,2.0,8.0,17.0,2.0
0,0,0,1939,180000,0.0,2.0,8.0,17.0,2.0
0,0,0,1939,285000,0.0,2.0,8.0,17.0,2.0
0,0,0,1963,220000,0.0,2.0,8.0,17.0,2.0
0,0,0,1963,165000,0.0,2.0,8.0,17.0,2.0
0,0,0,1963,90000,0.0,2.0,8.0,17.0,2.0
0,0,0,1963,245000,0.0,2.0,8.0,17.0,2.0
0,0,0,1940,150000,0.0,2.0,8.0,17.0,2.0
0,0,0,1940,105000,0.0,2.0,8.0,17.0,2.0
0,0,0,1928,139500,0.0,2.0,8.0,17.0,2.0
0,0,0,1928,69690,0.0,2.0,8.0,17.0,2.0
0,0,0,1928,145000,0.0,2.0,8.0,17.0,2.0
0,0,0,1928,150000,0.0,2.0,8.0,17.0,2.0
0,0,0,1962,50000,0.0,2.0,8.0,17.0,2.0
0,0,0,1962,215251,0.0,2.0,8.0,17.0,2.0
0,0,0,1954,93000,0.0,2.0,8.0,17.0,2.0
0,0,0,1954,85000,0.0,2.0,8.0,17.0,2.0
0,0,0,1954,150000,0.0,2.0,8.0,17.0,2.0
0,0,0,1960,108000,0.0,2.0,8.0,17.0,2.0
1,4472,1976,1931,0,0.0,2.0,15.0,54.0,3.0
1,4472,1976,1931,0,0.0,2.0,15.0,54.0,3.0
2,2500,3650,1935,1020166,1.0,2.0,16.0,43.0,3.0
3,5051,3000,1926,0,0.0,2.0,16.0,40.0,3.0
3,3240,4000,1925,0,0.0,2.0,16.0,43.0,3.0
1,2500,2500,1931,835000,1.0,2.0,21.0,27.0,3.0
1,1606,1324,1930,450000,0.0,2.0,0.0,5.0,1.0
1,1606,1324,1930,0,0.0,2.0,0.0,5.0,1.0
1,1606,1328,1901,0,0.0,2.0,0.0,5.0,1.0
1,1614,1324,1930,0,0.0,2.0,0.0,5.0,1.0
1,2000,1418,1930,303000,0.0,2.0,0.0,1.0,1.0
1,2000,1040,1910,300000,0.0,2.0,0.0,8.0,1.0
2,1650,1024,1901,44182,0.0,2.0,1.0,10.0,1.0
2,2250,2156,1910,510000,1.0,2.0,1.0,11.0,1.0
2,2250,2140,1910,590000,1.0,2.0,1.0,10.0,1.0
2,2250,2140,1910,450000,0.0,2.0,1.0,10.0,1.0
2,1900,3000,1901,319000,0.0,2.0,1.0,10.0,1.0
2,2437,3432,1901,550000,1.0,2.0,1.0,10.0,1.0
2,1979,2184,1901,0,0.0,2.0,1.0,10.0,1.0
3,3002,1500,1931,1450000,1.0,2.0,1.0,81.0,1.0
3,1300,2640,1901,800000,1.0,2.0,1.0,81.0,1.0
3,2185,2250,1931,0,0.0,2.0,1.0,81.0,1.0
2,1900,2380,1910,500,0.0,2.0,1.0,10.0,1.0
2,2500,2637,1899,0,0.0,2.0,1.0,10.0,1.0
2,1238,1548,1925,300000,0.0,2.0,1.0,10.0,1.0
2,5000,1948,1920,0,0.0,2.0,1.0,12.0,1.0
2,2500,2209,1925,525000,1.0,2.0,1.0,11.0,1.0
2,1320,1120,1930,420000,0.0,2.0,1.0,10.0,1.0
2,1717,1404,1920,435000,0.0,2.0,1.0,10.0,1.0
2,1661,2241,1910,0,0.0,2.0,1.0,10.0,1.0
2,2375,2380,1925,440000,0.0,2.0,1.0,9.0,1.0
2,2000,1628,1910,0,0.0,2.0,1.0,11.0,1.0
2,2000,1628,1910,540000,1.0,2.0,1.0,11.0,1.0
2,1725,3450,2000,435000,0.0,2.0,1.0,10.0,1.0
2,2000,3843,1910,700000,1.0,2.0,1.0,9.0,1.0
2,2000,2310,1910,300000,0.0,2.0,1.0,9.0,1.0
3,4738,2850,1901,1750000,1.0,2.0,2.0,13.0,1.0
3,2250,3645,1905,0,0.0,2.0,2.0,13.0,1.0
3,1810,2364,1901,180000,0.0,2.0,2.0,13.0,1.0
3,1491,3077,2005,500000,1.0,2.0,2.0,13.0,1.0
3,2854,3522,1901,135000,0.0,2.0,2.0,13.0,1.0
3,1647,2640,1931,0,0.0,2.0,2.0,13.0,1.0
3,2185,1902,1920,0,0.0,2.0,2.0,13.0,1.0
3,2500,1788,1925,625000,1.0,2.0,2.0,13.0,1.0
3,1466,2209,2005,615000,1.0,2.0,2.0,13.0,1.0
3,2154,2321,1901,270375,0.0,2.0,2.0,13.0,1.0
3,1840,3387,2000,0,0.0,2.0,2.0,13.0,1.0
3,2369,3925,1925,486000,1.0,2.0,2.0,13.0,1.0
3,1476,2964,1901,0,0.0,2.0,2.0,13.0,1.0
3,1900,1888,1901,0,0.0,2.0,2.0,13.0,1.0
1,3216,3200,1931,1035000,1.0,2.0,16.0,40.0,3.0
2,2029,4197,1915,560000,1.0,2.0,1.0,10.0,1.0
1,3000,1788,1910,0,0.0,2.0,0.0,1.0,1.0
1,3000,1788,1910,195000,0.0,2.0,0.0,1.0,1.0
1,2500,1524,1925,400000,0.0,2.0,0.0,1.0,1.0
1,2100,1863,1965,430000,0.0,2.0,0.0,5.0,1.0
1,5000,1120,1940,0,0.0,2.0,0.0,1.0,1.0
1,2500,1176,1950,406000,0.0,2.0,0.0,5.0,1.0
1,5000,1488,1915,465000,0.0,2.0,0.0,1.0,1.0
1,2500,1218,1960,425000,0.0,2.0,0.0,1.0,1.0
1,2100,1524,1940,0,0.0,2.0,0.0,5.0,1.0
1,2042,1364,1940,457000,0.0,2.0,0.0,5.0,1.0
1,2042,1364,1940,0,0.0,2.0,0.0,5.0,1.0
1,2042,1364,1940,0,0.0,2.0,0.0,5.0,1.0
1,1800,1620,1950,361500,0.0,2.0,0.0,5.0,1.0
1,3003,2070,1950,0,0.0,2.0,0.0,1.0,1.0
1,1767,1101,1940,295000,0.0,2.0,0.0,2.0,1.0
1,2604,900,1920,350000,0.0,2.0,0.0,1.0,1.0
1,2604,900,1920,229950,0.0,2.0,0.0,1.0,1.0
1,2724,990,1930,279000,0.0,2.0,0.0,2.0,1.0
2,2300,1944,1955,357500,0.0,2.0,0.0,80.0,1.0
2,4515,3592,1940,0,0.0,2.0,0.0,80.0,1.0
2,4515,3592,1940,0,0.0,2.0,0.0,80.0,1.0
1,650,864,1920,149734,0.0,2.0,0.0,5.0,1.0
1,846,839,1920,0,0.0,2.0,0.0,5.0,1.0
1,1111,881,1920,149000,0.0,2.0,0.0,5.0,1.0
1,851,906,1920,110000,0.0,2.0,0.0,5.0,1.0
1,2458,1496,1920,459820,0.0,2.0,0.0,1.0,1.0
1,1800,1849,1955,0,0.0,2.0,0.0,5.0,1.0
1,4777,997,1920,360000,0.0,2.0,0.0,8.0,1.0
1,2125,1478,1950,0,0.0,2.0,0.0,5.0,1.0
1,1800,1732,1950,439400,0.0,2.0,0.0,5.0,1.0
1,2300,1863,1970,417000,0.0,2.0,0.0,5.0,1.0
1,2458,1480,1950,0,0.0,2.0,0.0,5.0,1.0
1,2025,1080,1940,385000,0.0,2.0,0.0,5.0,1.0
1,1520,1336,1950,348000,0.0,2.0,0.0,5.0,1.0
1,1520,1536,1950,0,0.0,2.0,0.0,5.0,1.0
1,1520,1536,1950,0,0.0,2.0,0.0,5.0,1.0
1,1520,1536,1950,0,0.0,2.0,0.0,5.0,1.0
1,1520,1536,1950,407000,0.0,2.0,0.0,5.0,1.0
1,2945,2018,1950,340000,0.0,2.0,0.0,5.0,1.0
1,1875,1860,1945,400000,0.0,2.0,0.0,5.0,1.0
1,2500,1078,1960,10,0.0,2.0,0.0,5.0,1.0
1,1800,1566,1960,0,0.0,2.0,0.0,5.0,1.0
1,1800,1521,1950,423000,0.0,2.0,0.0,5.0,1.0
1,2500,870,1930,465557,0.0,2.0,0.0,2.0,1.0
1,1800,1665,1945,385000,0.0,2.0,0.0,5.0,1.0
1,1800,1576,1950,227000,0.0,2.0,0.0,5.0,1.0
1,1792,1433,1960,500,0.0,2.0,0.0,5.0,1.0
1,1800,1370,1960,175000,0.0,2.0,0.0,5.0,1.0
1,1800,1370,1960,0,0.0,2.0,0.0,5.0,1.0
1,1600,1120,1950,399000,0.0,2.0,0.0,5.0,1.0
1,5000,1488,1920,300000,0.0,2.0,0.0,1.0,1.0
1,1350,1312,1965,355000,0.0,2.0,0.0,5.0,1.0
2,2000,2646,1920,637000,1.0,2.0,0.0,80.0,1.0
2,1453,2994,1931,500000,1.0,2.0,0.0,80.0,1.0
2,4253,2282,1920,0,0.0,2.0,0.0,80.0,1.0
1,1568,1392,1945,270000,0.0,2.0,0.0,5.0,1.0
1,2032,928,1945,350000,0.0,2.0,0.0,5.0,1.0
1,3125,1056,1925,260000,0.0,2.0,0.0,1.0,1.0
1,2200,1737,1955,455000,0.0,2.0,0.0,5.0,1.0
1,1800,1683,1955,330000,0.0,2.0,0.0,5.0,1.0
1,1767,2008,1955,0,0.0,2.0,0.0,5.0,1.0
2,2500,2024,1956,309750,0.0,2.0,0.0,80.0,1.0
1,4000,1008,1901,280000,0.0,2.0,0.0,2.0,1.0
1,2500,1224,1960,380000,0.0,2.0,0.0,5.0,1.0
1,2592,1728,1955,280000,0.0,2.0,0.0,5.0,1.0
1,2592,1728,1955,0,0.0,2.0,0.0,5.0,1.0
1,1892,1420,1955,355000,0.0,2.0,0.0,5.0,1.0
1,2500,1375,1940,259000,0.0,2.0,0.0,2.0,1.0
1,2300,1530,1950,439000,0.0,2.0,0.0,5.0,1.0
1,1700,1530,1950,375000,0.0,2.0,0.0,5.0,1.0
1,1700,1402,1950,250000,0.0,2.0,0.0,5.0,1.0
1,1944,1224,1945,375000,0.0,2.0,0.0,5.0,1.0
1,2400,1800,1915,385000,0.0,2.0,0.0,1.0,1.0
1,1900,1925,1935,275000,0.0,2.0,0.0,5.0,1.0
1,1920,928,1945,0,0.0,2.0,0.0,5.0,1.0
1,1900,1160,1945,459202,0.0,2.0,0.0,5.0,1.0
1,1615,928,1950,330000,0.0,2.0,0.0,5.0,1.0
1,2000,1727,1935,228603,0.0,2.0,0.0,5.0,1.0
1,2836,1296,1935,360000,0.0,2.0,0.0,5.0,1.0
1,1967,1828,1950,0,0.0,2.0,0.0,5.0,1.0
1,2017,1912,1950,360000,0.0,2.0,0.0,5.0,1.0
1,1800,1810,1950,1,0.0,2.0,0.0,5.0,1.0
1,1800,1575,1950,420000,0.0,2.0,0.0,5.0,1.0
1,1800,1575,1950,432000,0.0,2.0,0.0,5.0,1.0
1,1800,1575,1950,300000,0.0,2.0,0.0,5.0,1.0
1,2400,1810,1945,399000,0.0,2.0,0.0,5.0,1.0
1,2500,837,1899,399000,0.0,2.0,0.0,2.0,1.0
1,2500,837,1899,104000,0.0,2.0,0.0,2.0,1.0
1,1800,1494,1955,267500,0.0,2.0,0.0,5.0,1.0
2,2500,2055,1950,0,0.0,2.0,1.0,9.0,1.0
2,2571,2520,1960,435000,0.0,2.0,1.0,12.0,1.0
2,2500,1962,1955,0,0.0,2.0,1.0,9.0,1.0
2,5000,3335,1910,630000,1.0,2.0,1.0,9.0,1.0
2,2500,2450,1925,0,0.0,2.0,1.0,9.0,1.0
2,3000,2680,1925,0,0.0,2.0,1.0,9.0,1.0
2,2900,2680,1925,645000,1.0,2.0,1.0,9.0,1.0
3,1624,3240,1931,390000,0.0,2.0,1.0,81.0,1.0
2,2500,1690,1925,330000,0.0,2.0,1.0,9.0,1.0
2,2500,1710,1925,0,0.0,2.0,1.0,9.0,1.0
2,2500,1619,1925,459000,0.0,2.0,1.0,9.0,1.0
2,2500,1540,1925,375000,0.0,2.0,1.0,9.0,1.0
2,2500,2178,1925,235000,0.0,2.0,1.0,9.0,1.0
2,2500,2680,1920,350000,0.0,2.0,1.0,9.0,1.0
2,2500,2680,1920,0,0.0,2.0,1.0,9.0,1.0
2,2500,2310,1920,580000,1.0,2.0,1.0,9.0,1.0
2,2300,1998,1965,605000,1.0,2.0,1.0,9.0,1.0
2,2500,1640,1965,0,0.0,2.0,1.0,9.0,1.0
2,2500,2640,2005,668800,1.0,2.0,1.0,9.0,1.0
2,2500,1219,1930,440000,0.0,2.0,1.0,10.0,1.0
2,2500,1920,1925,605000,1.0,2.0,1.0,10.0,1.0
2,2500,2018,1960,525000,1.0,2.0,1.0,9.0,1.0
2,2500,1350,1955,400000,0.0,2.0,1.0,11.0,1.0
2,5000,2095,1965,520000,1.0,2.0,1.0,9.0,1.0
2,1480,1990,1950,420000,0.0,2.0,1.0,12.0,1.0
2,2142,1375,1950,429000,0.0,2.0,1.0,9.0,1.0
2,3425,1375,1950,485000,1.0,2.0,1.0,9.0,1.0
2,2200,1738,1940,350000,0.0,2.0,1.0,9.0,1.0
2,2800,1054,1955,500000,1.0,2.0,1.0,11.0,1.0
2,2800,1054,1955,435000,0.0,2.0,1.0,11.0,1.0
2,2127,2036,1935,355000,0.0,2.0,1.0,11.0,1.0
2,2127,1710,1920,300000,0.0,2.0,1.0,10.0,1.0
2,2127,2780,1930,426400,0.0,2.0,1.0,10.0,1.0
2,3310,1440,1930,0,0.0,2.0,1.0,11.0,1.0
2,1079,888,1920,135000,0.0,2.0,1.0,11.0,1.0
2,3713,1992,1930,690000,1.0,2.0,1.0,11.0,1.0
2,4526,2022,1925,495000,1.0,2.0,1.0,11.0,1.0
2,1076,2061,2006,560000,1.0,2.0,1.0,9.0,1.0
2,1433,2061,2006,550000,1.0,2.0,1.0,9.0,1.0
2,2150,1478,1950,0,0.0,2.0,1.0,11.0,1.0
2,2100,1782,1960,454000,0.0,2.0,1.0,9.0,1.0
