BOROUGH,BUILDING_CLASS_CATEGORY,BUILDING_CLASS_AT_PRESENT,TOTAL_UNITS,LAND_SQUARE_FEET,GROSS_SQUARE_FEET,YEAR_BUILT,TAX_CLASS_AT_TIME_OF_SALE,SALE_PRICE,PRICE_B
2,02 TWO FAMILY DWELLINGS                    ,B1,2,2500,2040,2008,1,615000,1.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,2500,2040,2008,1,599000,1.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,2522,1568,1950,1,371600,0.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,2688,1461,1950,1,0,0.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,2424,2058,2007,1,575000,1.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,2424,2058,2007,1,0,0.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,2377,3654,1920,1,0,0.0
2,02 TWO FAMILY DWELLINGS                    ,B3,2,2375,1520,1910,1,466000,0.0
2,02 TWO FAMILY DWELLINGS                    ,B3,2,2375,1558,1920,1,338000,0.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,1853,1596,1960,1,377000,0.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,1895,1800,1950,1,218500,0.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,1900,1800,1950,1,480000,1.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,2477,1584,1955,1,599000,1.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,2700,2880,1960,1,520000,1.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,3420,3327,1960,1,620000,1.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,1895,2310,1960,1,610000,1.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,1895,2310,1960,1,349830,0.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,2518,2497,2004,1,457000,0.0
2,02 TWO FAMILY DWELLINGS                    ,B2,2,1900,1665,2004,1,489853,1.0
2,02 TWO FAMILY DWELLINGS                    ,B2,2,1900,1665,2004,1,756822,1.0
2,02 TWO FAMILY DWELLINGS                    ,B3,2,2375,1737,1945,1,0,0.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,1900,2500,1960,1,302000,0.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,3196,2500,1960,1,0,0.0
2,02 TWO FAMILY DWELLINGS                    ,B3,2,3093,2768,1935,1,0,0.0
2,02 TWO FAMILY DWELLINGS                    ,B9,2,4750,3040,1975,1,165000,0.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,2377,2138,2008,1,0,0.0
2,02 TWO FAMILY DWELLINGS                    ,B3,2,4750,2385,1901,1,625000,1.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,1900,1800,1950,1,480000,1.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,2375,1867,2004,1,480000,1.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,4513,2040,2006,1,0,0.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,2353,2040,2006,1,0,0.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,1630,2040,2006,1,0,0.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,1611,2040,2006,1,0,0.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,1737,2040,2006,1,0,0.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,1888,2040,2006,1,0,0.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,1657,2040,2006,1,0,0.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,1675,2040,2006,1,0,0.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,1730,2040,2006,1,0,0.0
2,02 TWO FAMILY DWELLINGS                    ,B3,2,4750,1063,1910,1,0,0.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,1868,2351,1960,1,472500,0.0
2,02 TWO FAMILY DWELLINGS                    ,B2,2,2375,2040,2004,1,605000,1.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,2516,3201,2006,1,560000,1.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,2912,3105,2006,1,550000,1.0
2,02 TWO FAMILY DWELLINGS                    ,B2,2,2500,2080,1925,1,150000,0.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,3840,2245,1975,1,382500,0.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,3246,2875,1960,1,0,0.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,4750,2768,1940,1,10,0.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,2020,1051,1925,1,599000,1.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,2000,2280,1965,1,0,0.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,2425,2800,1960,1,565000,1.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,3500,2585,1964,1,0,0.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,1936,1894,1950,1,304500,0.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,1643,1792,1950,1,150000,0.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,1643,1792,1950,1,0,0.0
2,02 TWO FAMILY DWELLINGS                    ,B9,2,1264,1384,1970,1,200000,0.0
2,02 TWO FAMILY DWELLINGS                    ,B2,2,2088,2200,1997,1,475000,0.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,2986,2800,1964,1,240000,0.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,2640,1890,1964,1,575000,1.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,1995,2714,1965,1,540000,1.0
2,02 TWO FAMILY DWELLINGS                    ,B3,2,2208,1296,1940,1,365000,0.0
2,02 TWO FAMILY DWELLINGS                    ,B9,2,1800,1701,1957,1,450000,0.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,2500,2550,2015,1,697501,1.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,2500,2550,2015,1,697501,1.0
2,02 TWO FAMILY DWELLINGS                    ,B2,2,1581,2166,1996,1,355000,0.0
2,02 TWO FAMILY DWELLINGS                    ,B2,2,3166,2166,1996,1,382785,0.0
2,02 TWO FAMILY DWELLINGS                    ,B2,2,3263,2270,1999,1,226726,0.0
2,02 TWO FAMILY DWELLINGS                    ,B2,2,2590,2270,1998,1,540000,1.0
2,02 TWO FAMILY DWELLINGS                    ,B2,2,1950,2166,1996,1,533667,1.0
2,02 TWO FAMILY DWELLINGS                    ,B2,2,1900,2270,1999,1,500,0.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,1195,1683,1961,1,425000,0.0
2,02 TWO FAMILY DWELLINGS                    ,B3,2,3300,1649,1925,1,470000,0.0
2,02 TWO FAMILY DWELLINGS                    ,B2,2,5000,1044,1920,1,0,0.0
2,02 TWO FAMILY DWELLINGS                    ,B3,2,2500,1488,1925,1,275000,0.0
2,02 TWO FAMILY DWELLINGS                    ,B3,2,4200,1374,1925,1,427000,0.0
2,02 TWO FAMILY DWELLINGS                    ,B9,2,2026,1672,1959,1,308000,0.0
2,02 TWO FAMILY DWELLINGS                    ,B9,2,1710,1672,1959,1,410000,0.0
2,02 TWO FAMILY DWELLINGS                    ,B9,2,1710,1697,1959,1,408000,0.0
2,02 TWO FAMILY DWELLINGS                    ,B3,2,5000,2323,1948,1,0,0.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,1422,1888,1961,1,0,0.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,3125,2768,1956,1,10,0.0
2,02 TWO FAMILY DWELLINGS                    ,B2,2,4750,2024,1925,1,0,0.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,3563,3901,2010,1,0,0.0
2,02 TWO FAMILY DWELLINGS                    ,B2,2,5000,2000,1930,1,535000,1.0
2,02 TWO FAMILY DWELLINGS                    ,B2,2,5000,2001,1910,1,150000,0.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,2625,1775,1951,1,459000,0.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,5258,2821,1951,1,545000,1.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,2758,3105,1957,1,645000,1.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,2758,3105,1957,1,0,0.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,2758,3105,1957,1,232750,0.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,2323,1734,1965,1,499000,1.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,2500,1896,1930,1,0,0.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,1877,1831,1955,1,425000,0.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,2185,2940,1955,1,599000,1.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,2185,2940,1955,1,375000,0.0
2,02 TWO FAMILY DWELLINGS                    ,B3,2,4750,2052,1930,1,0,0.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,2500,2520,1940,1,546000,1.0
2,02 TWO FAMILY DWELLINGS                    ,B3,2,2500,2112,1925,1,635000,1.0
2,02 TWO FAMILY DWELLINGS                    ,B3,2,2500,2112,1925,1,328000,0.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,2050,2050,2007,1,575000,1.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,1700,2280,1965,1,560000,1.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,1868,1900,1955,1,630000,1.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,1868,1900,1955,1,300000,0.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,1916,2000,1955,1,209000,0.0
2,02 TWO FAMILY DWELLINGS                    ,B9,2,1710,1651,1955,1,453000,0.0
2,02 TWO FAMILY DWELLINGS                    ,B9,2,1710,1651,1955,1,270000,0.0
2,02 TWO FAMILY DWELLINGS                    ,B9,2,1710,1651,1955,1,0,0.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,1924,2700,1950,1,550000,1.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,2375,2700,1950,1,660000,1.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,2375,2700,1950,1,408000,0.0
2,02 TWO FAMILY DWELLINGS                    ,B2,2,3555,2802,1925,1,0,0.0
2,02 TWO FAMILY DWELLINGS                    ,B2,2,3750,3868,1932,1,0,0.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,3325,2290,2015,1,789000,1.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,3325,2290,2015,1,789143,1.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,2000,1800,1959,1,0,0.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,2000,1800,1959,1,450000,0.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,3083,2300,1994,1,0,0.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,2157,2400,2000,1,0,0.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,3250,1950,2004,1,640000,1.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,5100,3694,1999,1,855000,1.0
2,02 TWO FAMILY DWELLINGS                    ,B2,2,5000,2368,1970,1,475000,0.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,3098,4332,1987,1,695000,1.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,2945,3196,1910,1,0,0.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,4750,2592,1925,1,205000,0.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,2624,2760,2008,1,310000,0.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,3284,3219,1901,1,608940,1.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,2375,2628,1899,1,447000,0.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,1900,1560,1950,1,570000,1.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,2153,3420,1988,1,0,0.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,2216,3420,1988,1,660000,1.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,2058,3138,1996,1,690000,1.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,2500,3080,1930,1,0,0.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,2500,2240,1930,1,17241,0.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,2500,3550,1935,1,0,0.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,2500,3550,1935,1,0,0.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,2500,2160,1920,1,0,0.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,1920,3573,2006,1,0,0.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,2985,3654,1989,1,280500,0.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,4750,4200,1987,1,0,0.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,3225,2968,1975,1,540000,1.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,4750,3392,1925,1,0,0.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,2500,4125,2004,1,451800,0.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,2500,3060,2004,1,645000,1.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,2984,3231,2006,1,710000,1.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,2685,2961,1930,1,360000,0.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,2300,3400,1988,1,655000,1.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,4087,3381,1989,1,640000,1.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,4125,3178,1989,1,675000,1.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,2500,2539,1910,1,720000,1.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,4174,3232,1977,1,675000,1.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,3750,3173,2008,1,600000,1.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,4750,3380,1925,1,520000,1.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,2771,2950,1973,1,605000,1.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,3532,2475,1935,1,605000,1.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,3555,2920,1970,1,620000,1.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,2500,2966,1961,1,0,0.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,2000,2920,1962,1,300000,0.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,2000,2920,1962,1,0,0.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,4105,4818,2001,1,690000,1.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,2750,2695,1961,1,0,0.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,4050,3802,1970,1,0,0.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,3750,2958,1989,1,530000,1.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,2375,3232,1960,1,555000,1.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,2090,3016,1970,1,380000,0.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,4750,3748,1975,1,0,0.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,4750,3748,1975,1,441500,0.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,2752,2466,2001,1,647500,1.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,4000,3232,1990,1,685000,1.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,2981,3300,2000,1,415000,0.0
2,04 TAX CLASS 1 CONDOS                      ,R3,1,0,0,2008,1,310000,0.0
2,04 TAX CLASS 1 CONDOS                      ,R3,1,0,0,2008,1,342500,0.0
2,04 TAX CLASS 1 CONDOS                      ,R3,1,0,0,2008,1,342000,0.0
2,04 TAX CLASS 1 CONDOS                      ,R3,1,0,0,2008,1,0,0.0
2,04 TAX CLASS 1 CONDOS                      ,R3,1,0,0,2013,1,319410,0.0
2,04 TAX CLASS 1 CONDOS                      ,R3,1,0,0,2013,1,326710,0.0
2,04 TAX CLASS 1 CONDOS                      ,R3,1,0,0,2013,1,344760,0.0
2,04 TAX CLASS 1 CONDOS                      ,R3,1,0,0,2013,1,324480,0.0
2,04 TAX CLASS 1 CONDOS                      ,R3,1,0,0,2013,1,343746,0.0
2,04 TAX CLASS 1 CONDOS                      ,R3,1,0,0,2013,1,327522,0.0
2,06 TAX CLASS 1 - OTHER                     ,G0,0,3400,0,1955,1,650000,1.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1965,2,0,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1965,2,123000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1965,2,182000,0.0
2,22 STORE BUILDINGS                         ,K1,1,1408,828,1963,4,0,0.0
2,22 STORE BUILDINGS                         ,K1,1,1408,828,1963,4,0,0.0
2,22 STORE BUILDINGS                         ,K1,1,3600,2100,1981,4,0,0.0
2,22 STORE BUILDINGS                         ,K1,1,3600,2100,1981,4,200000,0.0
2,22 STORE BUILDINGS                         ,K1,1,3600,2100,1981,4,1000,0.0
2,22 STORE BUILDINGS                         ,K1,1,3600,2100,1981,4,100000,0.0
2,22 STORE BUILDINGS                         ,K1,1,5075,2760,1931,4,0,0.0
2,29 COMMERCIAL GARAGES                      ,GW,1,4299,1800,1951,4,0,0.0
2,29 COMMERCIAL GARAGES                      ,G9,2,2950,3033,1931,4,0,0.0
2,29 COMMERCIAL GARAGES                      ,G2,1,2360,2360,1930,4,125000,0.0
2,30 WAREHOUSES                              ,E9,1,5000,4800,1931,4,0,0.0
2,44 CONDO PARKING                           ,RP,1,0,0,2008,4,0,0.0
2,44 CONDO PARKING                           ,RG,1,0,0,2013,4,0,0.0
2,44 CONDO PARKING                           ,RG,1,0,0,2013,4,0,0.0
2,44 CONDO PARKING                           ,RG,1,0,0,2013,4,0,0.0
2,01 ONE FAMILY DWELLINGS                    ,A1,1,1981,1668,1920,1,425000,0.0
2,01 ONE FAMILY DWELLINGS                    ,A1,1,1738,1668,1920,1,361000,0.0
2,01 ONE FAMILY DWELLINGS                    ,A1,1,2641,1606,1930,1,440000,0.0
2,01 ONE FAMILY DWELLINGS                    ,A1,1,2156,1622,1930,1,420000,0.0
2,01 ONE FAMILY DWELLINGS                    ,A5,1,1968,2754,1910,1,392500,0.0
2,01 ONE FAMILY DWELLINGS                    ,A5,1,1968,2754,1910,1,10000,0.0
2,01 ONE FAMILY DWELLINGS                    ,A1,1,3197,2568,1910,1,269000,0.0
2,01 ONE FAMILY DWELLINGS                    ,A1,1,2276,1958,1910,1,380000,0.0
2,01 ONE FAMILY DWELLINGS                    ,A1,1,1975,1950,1910,1,413400,0.0
2,01 ONE FAMILY DWELLINGS                    ,A1,1,2057,1488,1910,1,0,0.0
2,01 ONE FAMILY DWELLINGS                    ,A1,1,2056,1551,1910,1,405000,0.0
2,01 ONE FAMILY DWELLINGS                    ,A1,1,2875,1624,1910,1,0,0.0
2,01 ONE FAMILY DWELLINGS                    ,A1,1,2960,1736,1910,1,242050,0.0
2,01 ONE FAMILY DWELLINGS                    ,A1,1,2960,1736,1910,1,0,0.0
2,01 ONE FAMILY DWELLINGS                    ,A1,1,1892,2022,1915,1,540000,1.0
2,01 ONE FAMILY DWELLINGS                    ,A1,1,1000,1100,1901,1,10,0.0
2,01 ONE FAMILY DWELLINGS                    ,A5,1,1658,1408,1901,1,250000,0.0
2,01 ONE FAMILY DWELLINGS                    ,A1,1,2500,900,1920,1,0,0.0
2,01 ONE FAMILY DWELLINGS                    ,A1,1,2190,2715,1910,1,490000,1.0
2,01 ONE FAMILY DWELLINGS                    ,A1,1,2375,1320,1910,1,344500,0.0
2,01 ONE FAMILY DWELLINGS                    ,A5,1,1350,1512,1915,1,330000,0.0
2,01 ONE FAMILY DWELLINGS                    ,A5,1,1658,1336,1950,1,0,0.0
2,01 ONE FAMILY DWELLINGS                    ,A1,1,2250,1740,1920,1,415000,0.0
2,01 ONE FAMILY DWELLINGS                    ,A1,1,4750,987,1920,1,369000,0.0
2,02 TWO FAMILY DWELLINGS                    ,B3,2,3735,2108,1920,1,0,0.0
2,02 TWO FAMILY DWELLINGS                    ,B3,2,3027,2100,1930,1,280000,0.0
2,02 TWO FAMILY DWELLINGS                    ,B3,2,1682,2369,1920,1,485000,1.0
2,02 TWO FAMILY DWELLINGS                    ,B2,2,2696,3287,1910,1,180000,0.0
2,02 TWO FAMILY DWELLINGS                    ,B3,2,2692,2060,1910,1,245000,0.0
2,02 TWO FAMILY DWELLINGS                    ,B2,2,2499,2827,1901,1,360000,0.0
2,02 TWO FAMILY DWELLINGS                    ,B2,2,2500,2744,1901,1,0,0.0
2,02 TWO FAMILY DWELLINGS                    ,B2,2,3125,3503,1901,1,580000,1.0
2,02 TWO FAMILY DWELLINGS                    ,B3,2,1650,1040,1901,1,470000,0.0
2,02 TWO FAMILY DWELLINGS                    ,B3,2,2000,2583,1899,1,585000,1.0
2,02 TWO FAMILY DWELLINGS                    ,B3,2,1882,2556,1901,1,625000,1.0
2,02 TWO FAMILY DWELLINGS                    ,B9,2,1835,2500,1901,1,400000,0.0
2,02 TWO FAMILY DWELLINGS                    ,B3,2,2242,1440,1920,1,800000,1.0
2,02 TWO FAMILY DWELLINGS                    ,S2,3,709,2132,1931,1,637000,1.0
2,02 TWO FAMILY DWELLINGS                    ,S2,3,942,2622,1931,1,320000,0.0
2,02 TWO FAMILY DWELLINGS                    ,B2,2,2440,2028,1910,1,592000,1.0
2,02 TWO FAMILY DWELLINGS                    ,B2,2,2720,2322,1910,1,0,0.0
2,02 TWO FAMILY DWELLINGS                    ,B3,2,2500,2728,1910,1,200000,0.0
2,02 TWO FAMILY DWELLINGS                    ,B2,2,2840,3101,1901,1,699000,1.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,2894,2292,1899,1,670000,1.0
2,02 TWO FAMILY DWELLINGS                    ,B2,2,2894,3198,1910,1,670000,1.0
2,02 TWO FAMILY DWELLINGS                    ,B3,2,4156,2929,1910,1,995000,1.0
2,02 TWO FAMILY DWELLINGS                    ,B2,2,3000,2664,1899,1,0,0.0
2,02 TWO FAMILY DWELLINGS                    ,B2,2,731,1440,1899,1,330000,0.0
2,02 TWO FAMILY DWELLINGS                    ,B2,2,2060,1630,1899,1,125000,0.0
2,02 TWO FAMILY DWELLINGS                    ,B2,2,2060,1630,1899,1,0,0.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,2500,2520,1920,1,625000,1.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,2500,4040,1920,1,575000,1.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,5000,2310,1910,1,0,0.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,2178,3288,1920,1,550000,1.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,2352,3500,1920,1,530000,1.0
2,02 TWO FAMILY DWELLINGS                    ,B3,2,3000,1801,1915,1,304200,0.0
2,02 TWO FAMILY DWELLINGS                    ,B3,2,2750,1536,1915,1,120000,0.0
2,02 TWO FAMILY DWELLINGS                    ,B2,2,2750,2286,1915,1,0,0.0
2,02 TWO FAMILY DWELLINGS                    ,B2,2,2500,2136,1901,1,418500,0.0
2,02 TWO FAMILY DWELLINGS                    ,B3,2,2117,1296,1901,1,575000,1.0
2,02 TWO FAMILY DWELLINGS                    ,B2,2,1855,2092,1901,1,358000,0.0
2,02 TWO FAMILY DWELLINGS                    ,B2,2,2200,2264,1910,1,469775,0.0
2,02 TWO FAMILY DWELLINGS                    ,B2,2,2258,2768,1910,1,0,0.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,1475,4200,1910,1,485000,1.0
2,02 TWO FAMILY DWELLINGS                    ,B2,2,2500,2697,1915,1,0,0.0
2,02 TWO FAMILY DWELLINGS                    ,B2,2,2500,3546,1915,1,10,0.0
2,02 TWO FAMILY DWELLINGS                    ,B1,2,1858,1364,1901,1,358000,0.0
2,02 TWO FAMILY DWELLINGS                    ,B2,2,2500,3000,1901,1,565000,1.0
2,02 TWO FAMILY DWELLINGS                    ,B2,2,2500,4152,1920,1,340000,0.0
2,02 TWO FAMILY DWELLINGS                    ,B2,2,2810,2484,1915,1,591000,1.0
2,02 TWO FAMILY DWELLINGS                    ,B2,2,2500,2400,1915,1,565000,1.0
2,02 TWO FAMILY DWELLINGS                    ,B2,2,2500,2532,1920,1,527000,1.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,2835,2313,1925,1,480000,1.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,4060,3618,1901,1,680000,1.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,4088,3735,1910,1,450000,0.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,1792,2523,1915,1,25000,0.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,2058,3434,2001,1,0,0.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,3167,2264,1920,1,800000,1.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,2569,3780,1901,1,500000,1.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,3000,2988,1899,1,0,0.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,3000,2988,1899,1,525000,1.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,2500,3300,1916,1,450000,0.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,1650,2400,1930,1,125000,0.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,1650,2400,1930,1,645000,1.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,1650,2400,1930,1,320000,0.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,1650,2400,1930,1,365653,0.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,2167,2772,1930,1,600000,1.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,1650,2400,1930,1,630000,1.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,2500,3476,1915,1,0,0.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,4840,4248,1915,1,700000,1.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,2225,3480,2007,1,0,0.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,2613,3371,1920,1,680000,1.0
2,03 THREE FAMILY DWELLINGS                  ,C0,3,2500,2196,1910,1,0,0.0
